hist,1.e19,001,4.3308854465023626e+18
hist,1.e19,002,4.367682489950606e+18
hist,1.e19,005,2.864521827447695e+18
hist,1.e19,010,2.418247842112861e+18
hist,1.e19,020,1.5358208117960835e+18
hist,1.e19,050,2.731011699670458e+18
hist,1.e19,100,3.098425266559533e+18
hist,1.e19,200,2.2419685129837197e+18
hist,1.e19,500,1.5476975133042266e+18
hist,1.e19,001,4.991137155592033e+18
hist,1.e19,002,3.95960392719546e+18
hist,1.e19,005,3.9703135038530463e+18
hist,1.e19,010,2.422286353204712e+18
hist,1.e19,020,1.5220579298842783e+18
hist,1.e19,050,2.936199748071344e+18
hist,1.e19,100,2.8475308664360576e+18
hist,1.e19,200,2.4429135958724736e+18
hist,1.e19,500,1.6240889799430154e+18
hist,1.e19,001,4.31477587423671e+18
hist,1.e19,002,4.0021302995100815e+18
hist,1.e19,005,3.38525381584394e+18
hist,1.e19,010,2.754397777908358e+18
hist,1.e19,020,1.5158592487112998e+18
hist,1.e19,050,2.686491481939362e+18
hist,1.e19,100,2.897353532413486e+18
hist,1.e19,200,2.2713367755633385e+18
hist,1.e19,500,1.5300779654702374e+18
hist,1.e19,001,5.042464120509975e+18
hist,1.e19,002,4.011400650530473e+18
hist,1.e19,005,2.936865589465594e+18
hist,1.e19,010,2.791940937179161e+18
hist,1.e19,020,1.5936037824835584e+18
hist,1.e19,050,2.697205102709194e+18
hist,1.e19,100,3.1592040235075287e+18
hist,1.e19,200,2.692744353705263e+18
hist,1.e19,500,1.5733497680333883e+18
hist,1.e19,001,5.093492125061271e+18
hist,1.e19,002,4.655912009203155e+18
hist,1.e19,005,3.471472017398825e+18
hist,1.e19,010,3.138180806047308e+18
hist,1.e19,020,1.4965253768245115e+18
hist,1.e19,050,2.657058285226265e+18
hist,1.e19,100,2.9508485074339804e+18
hist,1.e19,200,2.3973809460542725e+18
hist,1.e19,500,1.4950642480826148e+18
hist,1.e19,001,4.96632704078965e+18
hist,1.e19,002,4.4053914301909386e+18
hist,1.e19,005,4.196332170010994e+18
hist,1.e19,010,3.0628068885166013e+18
hist,1.e19,020,1.4809879775699087e+18
hist,1.e19,050,2.9300844962278154e+18
hist,1.e19,100,2.896372492302952e+18
hist,1.e19,200,2.2853836152598103e+18
hist,1.e19,500,1.5897365183063706e+18
hist,1.e19,001,5.153352555081762e+18
hist,1.e19,002,5.023065278225687e+18
hist,1.e19,005,4.5562386859935437e+18
hist,1.e19,010,3.72760700034238e+18
hist,1.e19,020,2.2386751390143555e+18
hist,1.e19,050,3.526013773238213e+18
hist,1.e19,100,2.7961035707818194e+18
hist,1.e19,200,2.1177690112891028e+18
hist,1.e19,500,1.377809992177316e+18
hist,1.e19,001,3.556659967875952e+18
hist,1.e19,002,3.8855823137321293e+18
hist,1.e19,005,4.85042968742812e+18
hist,1.e19,010,4.446290550248806e+18
hist,1.e19,020,3.9901081668967813e+18
hist,1.e19,050,4.641047600944719e+18
hist,1.e19,100,2.732764526782566e+18
hist,1.e19,200,1.7406558272639468e+18
hist,1.e19,500,1.17796991404925e+18
hist,1.e19,001,3.1009767112379156e+18
hist,1.e19,002,3.314728728302271e+18
hist,1.e19,005,4.706118560034045e+18
hist,1.e19,010,5.272569036449253e+18
hist,1.e19,020,7.065007023738349e+18
hist,1.e19,050,5.578764739436404e+18
hist,1.e19,100,1.955911708797035e+18
hist,1.e19,200,1.4363852957543631e+18
hist,1.e19,500,1.0276536361840082e+18
hist,1.e19,001,2.264416478709996e+18
hist,1.e19,002,2.960011235098929e+18
hist,1.e19,005,3.9808716317238006e+18
hist,1.e19,010,5.696882983787433e+18
hist,1.e19,020,6.63664011399494e+18
hist,1.e19,050,3.1813092598567613e+18
hist,1.e19,100,1.6348973279309112e+18
hist,1.e19,200,9.970342196796948e+17
hist,1.e19,500,9.442545189960305e+17
hist,1.e19,001,2.4191422052113905e+18
hist,1.e19,002,2.729341421526234e+18
hist,1.e19,005,3.9286265984857416e+18
hist,1.e19,010,5.171816330677223e+18
hist,1.e19,020,5.484232782690345e+18
hist,1.e19,050,2.131851970412232e+18
hist,1.e19,100,1.1564639595481943e+18
hist,1.e19,200,5.924257365489036e+17
hist,1.e19,500,6.154443095676718e+17
hist,1.e19,001,2.6625272462435804e+18
hist,1.e19,002,2.8631521463377633e+18
hist,1.e19,005,3.866230999371639e+18
hist,1.e19,010,4.0386864342757827e+18
hist,1.e19,020,4.5898457844621686e+18
hist,1.e19,050,1.5627462992172808e+18
hist,1.e19,100,9.145696489311453e+17
hist,1.e19,200,5.3915874069317734e+17
hist,1.e19,500,4.0232737289997754e+17
hist,1.e19,001,2.12691789178618e+18
hist,1.e19,002,2.495616806886863e+18
hist,1.e19,005,1.6708264971232187e+18
hist,1.e19,010,2.196779244939531e+18
hist,1.e19,020,1.2991054346510845e+18
hist,1.e19,050,8.133413291442385e+17
hist,1.e19,100,8.142707979956987e+17
hist,1.e19,200,3.745135728692219e+17
hist,1.e19,500,1.8551487416401914e+17
hist,1.e18,001,2511151295167624.5
hist,1.e18,002,2465647063710823.5
hist,1.e18,005,5151903741341585.0
hist,1.e18,010,6026677228350800.0
hist,1.e18,020,1.3101548375768292e+16
hist,1.e18,050,3.2137033631845876e+16
hist,1.e18,100,5.931929884370866e+16
hist,1.e18,200,7.105182257038667e+16
hist,1.e18,500,1.0145554477709382e+17
hist,1.e18,001,1171037047282819.5
hist,1.e18,002,1683691462493362.5
hist,1.e18,005,5435213154360650.0
hist,1.e18,010,5700123083815200.0
hist,1.e18,020,1.1777853140724264e+16
hist,1.e18,050,3.3453791533809564e+16
hist,1.e18,100,5.522493287602987e+16
hist,1.e18,200,7.304930129028072e+16
hist,1.e18,500,1.0375258975884094e+17
hist,1.e18,001,1551296522989144.0
hist,1.e18,002,4182812896741022.0
hist,1.e18,005,6315624353326545.0
hist,1.e18,010,7199158635504354.0
hist,1.e18,020,1.2007461006064586e+16
hist,1.e18,050,3.197812642878979e+16
hist,1.e18,100,5.558415806858273e+16
hist,1.e18,200,6.579385699349088e+16
hist,1.e18,500,1.0510678806507886e+17
hist,1.e18,001,2567772113741217.5
hist,1.e18,002,4096866211051282.0
hist,1.e18,005,7460247133351072.0
hist,1.e18,010,7540097632523548.0
hist,1.e18,020,1.5535232091164454e+16
hist,1.e18,050,3.22987182371212e+16
hist,1.e18,100,5.716211069975506e+16
hist,1.e18,200,6.66871616319257e+16
hist,1.e18,500,9.831711831041758e+16
hist,1.e18,001,1535646223211886.2
hist,1.e18,002,1634852646401564.8
hist,1.e18,005,7844935357235133.0
hist,1.e18,010,8760100881512604.0
hist,1.e18,020,1.7516508814775204e+16
