1e19,0.01,0,226.23087377420532,237.107,1505.419,j2_wo,982356014283177.1,-0.009672190027920169,555483693733999.25,-0.004420263173266404,0,0,0
1e19,0.02,0,232.53866439344907,269.6085,1393.6905,j2_wo,1194481025005550.2,-0.008880822651665225,440939466680479.44,-0.0043003601255231574,0,0,0
1e19,0.05,0,178.66192373209276,171.7995,1267.4265,j2_wo,1445540072948411.5,-0.014440200959757964,569916979327506.1,-0.00559716350921823,0,0,0
1e19,0.10,0,159.17401937242266,194.835,1353.789,j2_wo,2484371352410176.0,-0.01801812618472258,530229681710824.9,-0.0062824322960663564,0,0,0
1e19,0.20,0,625.637449496193,513.4095,2347.2855,j2_wo,212180567381040.56,-0.004557295489534036,5257988030191.978,-0.0015983697919702057,0,0,0
1e19,0.50,0,956.275107664484,800.8275,4544.3035,j2_wo,1097208311612463.1,-0.0038835482439402652,53283535949012.984,-0.0010457241770543474,0,0,0
1e19,1.00,0,606.5798924112669,879.361,5305.587,j2_wo,1245388694998502.2,-0.003782984021608818,223456914316371.1,-0.001648587453212166,0,0,0
1e19,2.00,0,664.4470845491118,759.884,4472.38,j2_wo,1116388892828850.8,-0.003992701542057902,239127696556207.4,-0.0015050107423958247,0,0,0
1e19,5.00,0,635.1731928874685,1321.2995,5826.2315,j2_wo,471114404121241.56,-0.0015743737475034886,-5479132643.376337,0.00010237901162359955,0,0,0
1e19,0.01,1,243.4807992478822,282.163,1528.247,j2_wo,1219355939513118.2,-0.009189906183807758,507745269446188.06,-0.004107100038643799,0,0,0
1e19,0.02,1,207.6566298013315,205.428,1370.812,j2_wo,1452601962366724.0,-0.012793016878009584,638707057905090.1,-0.004815642057548157,0,0,0
1e19,0.05,1,176.40342735784614,261.6625,1147.9875,j2_wo,1312808111445943.8,-0.012245334188578278,752104475436874.5,-0.005668824098136332,0,0,0
1e19,0.10,1,221.98954505054246,222.135,1411.875,j2_wo,878225402338534.2,-0.00796883014250194,63862248405797.48,-0.004504716651283377,0,0,0
1e19,0.20,1,791.3213561407847,501.7775,2459.6565,j2_wo,181861634912836.97,-0.00423758327750542,2767459015995.0576,-0.0012637091015424195,0,0,0
1e19,0.50,1,906.2663664968042,843.853,4689.815,j2_wo,1553564380631545.5,-0.004246390360557426,64558521974415.82,-0.001103428348406579,0,0,0
1e19,1.00,1,589.2256775612021,804.87,4945.05,j2_wo,816377623224896.0,-0.0036988803029946965,226988751024540.06,-0.0016971426027103701,0,0,0
1e19,2.00,1,679.117432336195,880.583,4933.093,j2_wo,1444065274586890.5,-0.004276452343151851,264811952500913.66,-0.0014724993828533518,0,0,0
1e19,0.01,2,218.53858586591642,231.3785,1350.8625,j2_wo,1572827461834147.0,-0.012052531126409208,607857325563737.6,-0.004575850969464708,0,0,0
1e19,0.02,2,196.53382075133808,220.1895,1398.9285,j2_wo,1120552423925104.4,-0.012798387812305783,753310531288013.6,-0.005088182767612488,0,0,0
1e19,0.05,2,209.10507190310852,209.33,1264.45,j2_wo,965850457974386.9,-0.00940546878193519,394508427715518.94,-0.004782284766690703,0,0,0
1e19,0.10,2,258.6901314354701,263.857,1502.715,j2_wo,1015556259531395.8,-0.007889638712603203,54134222867182.9,-0.0038656287135926115,0,0,0
1e19,0.20,2,1672.947518561924,456.19,2217.642,j2_wo,165798686708160.9,-0.004098762850853926,755470594430.6619,-0.0005977473823324752,0,0,0
1e19,0.50,2,886.9086827761605,767.079,4599.535,j2_wo,1305896908492295.5,-0.0042127989348339084,62075150263861.64,-0.0011275117939649054,0,0,0
1e19,1.00,2,579.9382413824106,834.601,4739.449,j2_wo,779301948905062.8,-0.003741689869168731,259584739927072.12,-0.0017243215374386756,0,0,0
1e19,2.00,2,664.080467379163,738.4225,4383.1645,j2_wo,1174214188711835.5,-0.004172589763722572,251743781637007.75,-0.0015058416097473329,0,0,0
1e19,5.00,2,3981.355864299124,1496.997,5474.833,j2_wo,284903866219839.7,-0.0013459588036743258,122413484323.5049,-0.0002511707152246838,0,0,0
1e19,0.01,3,219.8737646730217,256.0705,1468.0315,j2_wo,3999138115591853.5,-0.01740878217298785,831060352230979.2,-0.004548064210785303,0,0,0
1e19,0.02,3,216.60326803034982,226.0375,1421.7625,j2_wo,1258802940119797.2,-0.010581380054159125,510435703315136.44,-0.004616735514165386,0,0,0
1e19,0.05,3,168.72500227802743,175.683,1151.451,j2_wo,1044106397139162.8,-0.015085774363361872,697458796942843.4,-0.00592680389093838,0,0,0
1e19,0.10,3,346.32307156591594,268.355,1569.385,j2_wo,1006340848967174.6,-0.007538341629254297,16406037004918.848,-0.0028874772780180464,0,0,0
1e19,0.20,3,548.1179432356396,504.8285,2362.9045,j2_wo,221452907977262.8,-0.0046809917373710494,9920673674862.658,-0.00182442485662268,0,0,0
1e19,0.50,3,885.0090751958918,762.242,4508.646,j2_wo,1300952660368113.8,-0.004131482833160888,59153348423765.24,-0.0011299319159847662,0,0,0
1e19,1.00,3,607.1284612293596,879.7425,4682.2925,j2_wo,1009972333520198.9,-0.00363063183396386,231658742172655.3,-0.001647097877729409,0,0,0
1e19,2.00,3,623.8458106320197,852.566,4967.534,j2_wo,2295635376794019.5,-0.004795869736143209,330621128463463.4,-0.0016029601913762914,0,0,0
1e19,5.00,3,687.2443739296391,1522.0175,5227.1675,j2_wo,371807588338786.0,-0.001455086484421888,-11075102368.335037,0.0003984168675779686,0,0,0
