1e19,0.01,0,7.789443755771455e+17
1e19,0.02,0,7.960139032256461e+17
1e19,0.05,0,4.8028037137920454e+17
1e19,0.10,0,4.7778821599480986e+17
1e19,0.20,0,2.4710539615535437e+17
1e19,0.50,0,5.5256070039861203e+17
1e19,1.00,0,8.329204304831916e+17
1e19,2.00,0,7.22888489769112e+17
1e19,5.00,0,5.681189892029678e+17
1e19,0.01,1,8.251527728438115e+17
1e19,0.02,1,7.787426622568198e+17
1e19,0.05,1,6.226127496077975e+17
1e19,0.10,1,4.879076350833656e+17
1e19,0.20,1,2.4457982217314403e+17
1e19,0.50,1,5.975131291342697e+17
1e19,1.00,1,7.835399049522516e+17
1e19,2.00,1,7.740660608830743e+17
1e19,5.00,1,5.86064899730813e+17
1e19,0.01,2,6.777904416447804e+17
1e19,0.02,2,7.686090028704511e+17
1e19,0.05,2,5.0350376826606694e+17
1e19,0.10,2,4.482237794742115e+17
1e19,0.20,2,2.4353725798683834e+17
1e19,0.50,2,5.5554332154567546e+17
1e19,1.00,2,7.927003114500148e+17
1e19,2.00,2,7.335106427767995e+17
1e19,5.00,2,5.523701858808418e+17
1e19,0.01,3,7.69386466027648e+17
1e19,0.02,3,7.317807027115562e+17
1e19,0.05,3,4.707524229234934e+17
1e19,0.10,3,4.641941589340511e+17
1e19,0.20,3,2.4941262702350234e+17
1e19,0.50,3,5.543513987497848e+17
1e19,1.00,3,8.496562834951017e+17
1e19,2.00,3,8.567336012095021e+17
1e19,5.00,3,5.722549913513016e+17
1e19,0.01,4,8.007383484849805e+17
1e19,0.02,4,7.875050813601009e+17
1e19,0.05,4,6.634877636489652e+17
1e19,0.10,4,5.0738866264552026e+17
1e19,0.20,4,2.3923221739999242e+17
1e19,0.50,4,5.518218256022751e+17
1e19,1.00,4,8.187015209653528e+17
1e19,2.00,4,7.574197733036763e+17
1e19,5.00,4,5.342154480486491e+17
1e19,0.01,5,8.324525992821052e+17
1e19,0.02,5,7.813124140673324e+17
1e19,0.05,5,7.21484860067616e+17
1e19,0.10,5,4.819063867362803e+17
1e19,0.20,5,2.4604244429922534e+17
1e19,0.50,5,5.949722910583375e+17
1e19,1.00,5,8.062921592904726e+17
1e19,2.00,5,7.328722326540612e+17
1e19,5.00,5,5.6749875102831386e+17
1e19,0.01,10,8.111869182824854e+17
1e19,0.02,10,7.380401082833966e+17
1e19,0.05,10,6.56354521667798e+17
1e19,0.10,10,6.609173606495848e+17
1e19,0.20,10,3.305221725453541e+17
1e19,0.50,10,7.13186619835924e+17
1e19,1.00,10,7.846617659536465e+17
1e19,2.00,10,6.681902386408954e+17
1e19,5.00,10,4.998656250711692e+17
1e19,0.01,20,6.78486643236852e+17
1e19,0.02,20,7.57263026183947e+17
1e19,0.05,20,9.498713107685894e+17
1e19,0.10,20,7.779823543499168e+17
1e19,0.20,20,6.353941809224037e+17
1e19,0.50,20,1.006307064112629e+18
1e19,1.00,20,7.986658444468511e+17
1e19,2.00,20,5.145546908051495e+17
1e19,5.00,20,4.811586758531067e+17
1e19,0.01,30,5.4014986005338714e+17
1e19,0.02,30,6.009960534940498e+17
1e19,0.05,30,9.391387340713454e+17
1e19,0.10,30,9.615180655818166e+17
1e19,0.20,30,1.228536365184535e+18
1e19,0.50,30,1.3167332088901637e+18
1e19,1.00,30,5.771352337396428e+17
1e19,2.00,30,4.79569688708188e+17
1e19,5.00,30,4.827573899085542e+17
1e19,0.01,40,4.333798700338377e+17
1e19,0.02,40,5.23876830205021e+17
1e19,0.05,40,9.082448658048596e+17
1e19,0.10,40,1.4784140050522675e+18
1e19,0.20,40,1.4928352442958671e+18
1e19,0.50,40,7.783163055591292e+17
1e19,1.00,40,5.480732136048457e+17
1e19,2.00,40,4.338000831278304e+17
1e19,5.00,40,5.092514837128363e+17
1e19,0.01,45,4.910852626282222e+17
1e19,0.02,45,5.549592605057702e+17
1e19,0.05,45,9.360707637058762e+17
1e19,0.10,45,1.393468768550555e+18
1e19,0.20,45,1.4497734857488364e+18
1e19,0.50,45,5.545545467449705e+17
1e19,1.00,45,4.1167070380951136e+17
1e19,2.00,45,2.6353612713438733e+17
1e19,5.00,45,3.411152800446675e+17
1e19,0.01,50,7.012155674755619e+17
1e19,0.02,50,7.538474574490465e+17
1e19,0.05,50,1.1639934968123487e+18
1e19,0.10,50,1.1999678294379988e+18
1e19,0.20,50,1.423148337010046e+18
1e19,0.50,50,3.978581519205044e+17
1e19,1.00,50,3.468365337242816e+17
1e19,2.00,50,2.7098043343015667e+17
1e19,5.00,50,2.3778230123378746e+17
1e19,0.01,60,3.8454222339033325e+17
1e19,0.02,60,5.89427624837533e+17
1e19,0.05,60,3.708371271819937e+17
1e19,0.10,60,4.696339121955981e+17
1e19,0.20,60,2.200211057261394e+17
1e19,0.50,60,1.123316564691176e+17
1e19,1.00,60,1.6801917451017907e+17
1e19,2.00,60,1.6409314480418867e+17
1e19,5.00,60,1.1143554928589763e+17
1e18,0.01,0,132892118631965.11
1e18,0.02,0,140968411629956.44
1e18,0.05,0,494208697431914.1
1e18,0.10,0,721852741775098.1
1e18,0.20,0,1799161106149564.8
1e18,0.50,0,4799636541089076.0
1e18,1.00,0,9658040561517308.0
1e18,2.00,0,1.646314428119719e+16
1e18,5.00,0,3.2577537948928104e+16
1e18,0.01,1,55436371664141.28
1e18,0.02,1,92611455188664.45
1e18,0.05,1,537224452298372.6
1e18,0.10,1,651006238193872.2
1e18,0.20,1,1563003565243407.5
1e18,0.50,1,5230628464500997.0
1e18,1.00,1,8576914173654236.0
1e18,2.00,1,1.6647856377580156e+16
1e18,5.00,1,3.349889211864361e+16
1e18,0.01,2,70918938002355.42
1e18,0.02,2,277716371419659.53
1e18,0.05,2,584920262242192.9
1e18,0.10,2,886061532930598.8
1e18,0.20,2,1623335935589259.0
1e18,0.50,2,5020386485077361.0
1e18,1.00,2,8938595009750769.0
1e18,2.00,2,1.5287376074651248e+16
1e18,5.00,2,3.2751281750793796e+16
1e18,0.01,3,134501425863189.9
1e18,0.02,3,283316664628706.0
1e18,0.05,3,757804513338307.2
1e18,0.10,3,931773654185991.2
1e18,0.20,3,2271036027688372.0
1e18,0.50,3,5174108457205259.0
1e18,1.00,3,9039754672071898.0
1e18,2.00,3,1.541633589970793e+16
1e18,5.00,3,3.186095436705067e+16
1e18,0.01,4,81327490327135.72
1e18,0.02,4,90231182276988.84
1e18,0.05,4,808807650769628.1
1e18,0.10,4,1149042310430938.0
1e18,0.20,4,2711757391435105.0
1e18,0.50,4,6579550439848412.0
1e18,1.00,4,1.0319242775241984e+16
1e18,2.00,4,1.7359432966547582e+16
1e18,5.00,4,3.483454745524877e+16
1e18,0.01,5,128958251562264.48
1e18,0.02,5,86089503683875.34
1e18,0.05,5,936970466414335.5
1e18,0.10,5,1339697606458312.2
1e18,0.20,5,3293483936736524.0
1e18,0.50,5,6517768370316438.0
1e18,1.00,5,8768730060399516.0
1e18,2.00,5,1.634907965439351e+16
1e18,5.00,5,4.3992416278869736e+16
1e18,0.01,10,87112894015318.72
1e18,0.02,10,317189860796451.8
1e18,0.05,10,2224681482990189.5
1e18,0.10,10,4004228539365882.5
1e18,0.20,10,7454350320352939.0
1e18,0.50,10,1.004388998871979e+16
1e18,1.00,10,7171574151616001.0
1e18,2.00,10,1.8574263546602028e+16
1e18,5.00,10,2.6323233064413164e+16
1e18,0.01,20,992632031516237.1
1e18,0.02,20,2007619679747771.2
1e18,0.05,20,7140875121612432.0
1e18,0.10,20,1.598002446686728e+16
1e18,0.20,20,3.1395581646300356e+16
1e18,0.50,20,2.8958875239069624e+16
1e18,1.00,20,1.4207962835557224e+16
1e18,2.00,20,9071367926158098.0
1e18,5.00,20,1.7391994659940856e+16
1e18,0.01,30,3423747247170542.5
1e18,0.02,30,5333996285709571.0
1e18,0.05,30,1.6588793381279796e+16
1e18,0.10,30,5.0236274116369016e+16
1e18,0.20,30,7.945548388312494e+16
1e18,0.50,30,5.547454354960798e+16
1e18,1.00,30,1.4038187650553272e+16
1e18,2.00,30,3135258267812700.0
1e18,5.00,30,5735664922527093.0
