1e19,0.01,0,2.3108398838830432e+19
1e19,0.02,0,2.27299932233105e+19
1e19,0.05,0,1.8152505833406495e+19
1e19,0.10,0,1.269433225451421e+19
1e19,0.20,0,5.999365726347483e+18
1e19,0.50,0,1.851175966201378e+19
1e19,1.00,0,2.6144099963475964e+19
1e19,2.00,0,3.142101688060142e+19
1e19,5.00,0,3.0745299503107342e+19
1e19,0.01,1,2.322519537604203e+19
1e19,0.02,1,2.2642430812074054e+19
1e19,0.05,1,1.747893604861662e+19
1e19,0.10,1,1.2803613626275484e+19
1e19,0.20,1,5.961921737556313e+18
1e19,0.50,1,1.9396858448186487e+19
1e19,1.00,1,2.5534686592255734e+19
1e19,2.00,1,3.2282006561733853e+19
1e19,5.00,1,3.068530534777703e+19
1e19,0.01,2,2.1600244939650613e+19
1e19,0.02,2,2.2289377672343077e+19
1e19,0.05,2,1.9215383036358124e+19
1e19,0.10,2,1.2662703377288983e+19
1e19,0.20,2,5.890604004553802e+18
1e19,0.50,2,1.874993896910086e+19
1e19,1.00,2,2.5967107072532333e+19
1e19,2.00,2,3.217041817454411e+19
1e19,5.00,2,3.041358610564543e+19
1e19,0.01,3,2.3787262421529702e+19
1e19,0.02,3,2.1551816229822013e+19
1e19,0.05,3,1.7650160689703209e+19
1e19,0.10,3,1.2928562499391023e+19
1e19,0.20,3,6.12078219549783e+18
1e19,0.50,3,1.8306895892434987e+19
1e19,1.00,3,2.669117328402021e+19
1e19,2.00,3,3.302906294853991e+19
1e19,5.00,3,3.10285767622984e+19
1e19,0.01,4,2.43350810517593e+19
1e19,0.02,4,2.2510995179435397e+19
1e19,0.05,4,1.864468680537758e+19
1e19,0.10,4,1.396887516826135e+19
1e19,0.20,4,6.221106209393021e+18
1e19,0.50,4,1.8559766021771317e+19
1e19,1.00,4,2.694772334669521e+19
1e19,2.00,4,3.1980065205681185e+19
1e19,5.00,4,2.938791904376023e+19
1e19,0.01,5,2.370699665724383e+19
1e19,0.02,5,2.2680405683095142e+19
1e19,0.05,5,1.944144183327525e+19
1e19,0.10,5,1.383231143316122e+19
1e19,0.20,5,6.472634816815881e+18
1e19,0.50,5,1.8739979971528086e+19
1e19,1.00,5,2.666379525310143e+19
1e19,2.00,5,3.2062400024809685e+19
1e19,5.00,5,2.9672439553774277e+19
1e19,0.01,10,2.401562321189556e+19
1e19,0.02,10,2.267794101304099e+19
1e19,0.05,10,1.967561989917094e+19
1e19,0.10,10,1.5657302267828515e+19
1e19,0.20,10,8.966120132942966e+18
1e19,0.50,10,2.1643912064199594e+19
1e19,1.00,10,2.5836034864344007e+19
1e19,2.00,10,3.029266033787816e+19
1e19,5.00,10,2.7929895744304067e+19
1e19,0.01,20,1.946456871523279e+19
1e19,0.02,20,2.1961014582316253e+19
1e19,0.05,20,1.9719914968338874e+19
1e19,0.10,20,1.864061041739948e+19
1e19,0.20,20,2.1335571729280553e+19
1e19,0.50,20,3.218887594141153e+19
1e19,1.00,20,2.886435191960863e+19
1e19,2.00,20,2.7022799385608995e+19
1e19,5.00,20,2.1571215167097336e+19
1e19,0.01,30,1.3325600176550517e+19
1e19,0.02,30,1.4536044004200894e+19
1e19,0.05,30,1.562492506185513e+19
1e19,0.10,30,2.304132918807671e+19
1e19,0.20,30,4.35186771910229e+19
1e19,0.50,30,4.0425540771932455e+19
1e19,1.00,30,2.831318717133106e+19
1e19,2.00,30,2.5650443284704424e+19
1e19,5.00,30,2.1574961564635574e+19
1e19,0.01,40,1.220081425623377e+19
1e19,0.02,40,1.4374493546103527e+19
1e19,0.05,40,2.2761696290255192e+19
1e19,0.10,40,3.926548166055534e+19
1e19,0.20,40,4.7112191880962515e+19
1e19,0.50,40,3.366827430485571e+19
1e19,1.00,40,2.560410866038762e+19
1e19,2.00,40,2.457167254115346e+19
1e19,5.00,40,2.038061178349834e+19
1e19,0.01,45,1.5626453678200627e+19
1e19,0.02,45,1.8274255366348323e+19
1e19,0.05,45,2.8699486805143974e+19
1e19,0.10,45,4.093864999363479e+19
1e19,0.20,45,4.164125333256653e+19
1e19,0.50,45,2.301993091323765e+19
1e19,1.00,45,1.8377151011839488e+19
1e19,2.00,45,1.653739881474974e+19
1e19,5.00,45,1.7204931105088778e+19
1e19,0.01,50,1.9797617994833674e+19
1e19,0.02,50,2.2245901739723735e+19
1e19,0.05,50,3.045004784855196e+19
1e19,0.10,50,3.651638665810876e+19
1e19,0.20,50,3.465722631024383e+19
1e19,0.50,50,1.4293994186867618e+19
1e19,1.00,50,1.5302866588349841e+19
1e19,2.00,50,1.6495037711406131e+19
1e19,5.00,50,1.5180168046214711e+19
1e19,0.01,60,1.024931726981478e+19
1e19,0.02,60,1.2298414731997065e+19
1e19,0.05,60,1.4364395157814688e+19
1e19,0.10,60,1.5023727832212945e+19
1e19,0.20,60,1.1200724145156096e+19
1e19,0.50,60,5.010217740240656e+18
1e19,1.00,60,7.110081359320316e+18
1e19,2.00,60,9.800874742500252e+18
1e19,5.00,60,6.682619583031789e+18
1e18,0.01,0,4.1812416503463416e+16
1e18,0.02,0,4.2432540166254616e+16
1e18,0.05,0,7.728949120359557e+16
1e18,0.10,0,1.0732425745606626e+17
1e18,0.20,0,1.7189155806778582e+17
1e18,0.50,0,4.489356059089098e+17
1e18,1.00,0,6.740201202077732e+17
1e18,2.00,0,1.0533522546569943e+18
1e18,5.00,0,1.653612157349513e+18
1e18,0.01,1,3.5963023993386108e+16
1e18,0.02,1,4.04931193689441e+16
1e18,0.05,1,7.512192732272502e+16
1e18,0.10,1,1.0730861074849618e+17
1e18,0.20,1,1.6683649651396918e+17
1e18,0.50,1,4.477032678486172e+17
1e18,1.00,1,6.710282945257495e+17
1e18,2.00,1,1.0849487117672997e+18
1e18,5.00,1,1.6670925940054275e+18
1e18,0.01,2,3.5623310887665132e+16
1e18,0.02,2,4.9202431846720376e+16
1e18,0.05,2,8.183198512299867e+16
1e18,0.10,2,1.2994277952256842e+17
1e18,0.20,2,1.764482468597681e+17
1e18,0.50,2,4.6468710759219546e+17
1e18,1.00,2,6.852457679801293e+17
1e18,2.00,2,1.0125688088295228e+18
1e18,5.00,2,1.6484518115287506e+18
1e18,0.01,3,4.166788616886389e+16
